,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
8134,Jeff Williams,Rising,4nP50Tgd1aKyMWB30Ja2Ko,48,8.44e-05,0.412,227081,0.878,2.66e-05,7,0.392,-7.809,0,0.0917,171.101,4,0.442
8135,evän,foggy,55lbva00cnW5Z6JSPQ8GMK,48,0.94,0.629,59197,0.136,0.875,10,0.1,-11.742,1,0.109,81.439,4,0.215
8136,FaZe H1ghSky1,Stop Snitchin',68XARrMvzKByyQRSromEOp,48,0.0295,0.884,145430,0.493,0.0,2,0.202,-6.572,1,0.313,75.506,4,0.348
8137,Beyoncé,Lift Ev'ry Voice and Sing (feat. Blue Ivy) - Blue's Version - Homecoming Live,7uro2suZC8IiPIcTSiqhRQ,51,0.963,0.593,102412,0.425,7.76e-06,5,0.697,-20.286,0,0.943,133.506,3,0.439
8138,Sech,Soñando Despierto,1FIgFc6wUm2BQ1yrdFuUcs,60,0.639,0.618,135054,0.495,0.0,3,0.17,-9.237,1,0.228,77.528,4,0.466
8139,BlackCaesar,Gone in 60 Seconds,1GsceEHRWwVUplMos4lDtv,44,0.0565,0.654,58909,0.756,0.0,6,0.0567,-10.053,0,0.352,95.444,4,0.503
8140,haroinfather,Please Pick Up,47k5tMDS3jLAOFE29nkfzO,49,0.339,0.643,113933,0.594,6.68e-06,8,0.364,-10.326,0,0.273,206.008,4,0.495
8141,New Order,Ultraviolence - Live at MIF,75SpTXeBs5GSCtkePygyMn,37,0.00452,0.622,240613,0.953,0.856,9,0.817,-7.374,1,0.0283,129.996,4,0.967
8142,Amanda Lindsey Cook,Awakening,23Z4ErlljW843jXyLAFZMF,47,0.298,0.275,385040,0.227,0.00366,10,0.111,-10.792,1,0.0336,106.035,4,0.0984
8143,convolk,Swan Dive,3p3SnaOfok6cgvnfdCq0NA,50,0.0856,0.632,151602,0.601,0.0,8,0.147,-7.657,1,0.0315,141.95,4,0.211
8144,Jonas Brothers,Please Be Mine,4dOVBbOvaD08RaAAqzaMss,51,0.306,0.594,193867,0.464,0.0,0,0.187,-7.898,1,0.034,155.921,4,0.545
8145,Renato Luigi,Remember me,5kaCRyVJLgmqs8rDsSpkUP,52,0.991,0.336,166500,0.0413,0.907,5,0.123,-24.966,0,0.0405,68.875,3,0.183
8146,Trey Songz,Chi Chi (feat. Chris Brown) - Croatia Squad Remix,3faZ2pjQRByXR9UWWPV9vr,51,0.0106,0.743,168320,0.93,1.52e-05,4,0.111,-3.821,0,0.0766,122.022,4,0.562
8147,Mulatto,Bounce,45anQ4WSf2a9QhZq55aaMw,47,0.00435,0.847,158360,0.478,0.0,0,0.204,-5.732,0,0.0419,143.029,4,0.767
8148,Berner,Gangsta Shit (feat. Kokane & G Perico),6BHGdGFbJSYu7E1O4E4yTt,46,0.0467,0.839,249619,0.741,0.0,1,0.333,-4.91,0,0.234,95.107,4,0.347
8149,Keith Urban,Burden,1mb20Eg1osLJGKGTl5Vj8v,47,0.859,0.511,229498,0.281,2.39e-05,3,0.0963,-9.857,1,0.0487,65.592,4,0.0682
8150,X,Los Angeles,3hgBGx3ShG9uCiJ3kvh8wm,44,0.0871,0.608,144821,0.791,1.81e-06,7,0.0868,-5.441,1,0.0306,92.743,4,0.722
8151,Silversun Pickups,Freakazoid,5iwi9Ut67zIdvOVl1E6re1,45,0.00252,0.488,289921,0.863,0.21,2,0.0801,-5.051,0,0.033,186.035,4,0.717
8152,Jordan Rakei,Say Something,3a6niBlB1QhSgfbj0REFlh,54,0.341,0.712,160966,0.685,0.000739,10,0.212,-8.225,0,0.124,91.04,4,0.836
8153,Stunna 4 Vegas,Hell Yea,15iG5Ghcn3MLNmSXwkOybt,45,0.271,0.874,143453,0.511,0.0,7,0.0889,-4.78,1,0.405,135.158,4,0.332
8154,Kupla,Search for Tomorrow,1uTxXCU8uNiOB8iTg3sjcs,50,0.688,0.443,128120,0.41,0.877,9,0.105,-10.891,0,0.0899,82.17,4,0.261
8155,Noah Slee,Soulflower,5e7KhiI6313ZsVQutn6hiH,50,0.41,0.749,215011,0.636,7.04e-05,10,0.149,-7.954,0,0.0491,145.074,4,0.575
8156,Eric Chou,怎麼了,2IAumRplFr0Ns09kKgt2je,66,0.701,0.496,321040,0.515,0.000168,9,0.155,-9.52,1,0.0352,140.051,4,0.263
8157,Rico Nasty,Sandy,2jK09xyR9psh1uhNQI40Rk,45,0.551,0.836,137143,0.847,0.0,10,0.0999,-3.491,0,0.244,139.981,4,0.801
8158,Sean Curran,Live Again,4n7r6KlsczotQfCCRc1Wuu,47,0.0734,0.397,308560,0.575,8.85e-05,2,0.132,-10.29,1,0.0476,147.893,4,0.173
8159,Orville Peck,Turn to Hate,4OABsQxu5yjbcu3UjbIhf5,46,0.238,0.347,296413,0.569,0.659,2,0.334,-9.315,1,0.0405,145.042,4,0.174
8160,Zelooperz,Easter Sunday,5TxRbuP3XjOIaV4DKapbsC,48,0.0774,0.38,122737,0.723,2.52e-06,1,0.92,-9.608,0,0.34,143.285,4,0.804
8161,Madonna,Killers Who Are Partying,68vWLW3xY35CHvYS2Sn55Q,58,0.358,0.734,328763,0.442,0.00104,7,0.281,-8.005,0,0.0287,99.992,3,0.298
8162,Star Cast,This & That - From “Star” Season 3,16svAVIrNd6b0WBuIMMSsZ,47,0.676,0.85,127493,0.523,0.0,11,0.085,-7.715,1,0.292,77.452,4,0.388
8163,Cautious Clay,HONEST ENOUGH,3pNF6ytpBFU4mX8uJM3WMo,49,0.735,0.593,175366,0.413,0.00229,9,0.338,-7.88,1,0.0305,115.997,4,0.355
8164,The-Dream,Shawty Is Da Shit,0tFUtbADk4fYdceZ0n7SUa,0,0.083,0.785,262773,0.479,0.0,7,0.0937,-4.956,0,0.044,75.889,4,0.364
8165,Popcaan,Unruly Camp,1IFiDEHQk73ctLWj8wqirn,8,0.372,0.557,199506,0.629,0.0,11,0.097,-6.718,1,0.385,90.278,4,0.662
8166,Alice Merton,Funny Business,50B1PVWbakumorzP54YvK2,45,0.0389,0.665,188880,0.701,0.0,2,0.115,-4.705,1,0.402,103.314,4,0.455
8167,Felp 22,TRAPPERZ A Mafia Da Sicilia (feat. MC Davo & Fuego),1KfIZjptrvN6jUpUzzRYiD,67,0.284,0.774,302251,0.583,0.371,5,0.153,-7.717,0,0.0847,89.999,4,0.334
8168,Emarosa,Don't Cry,4lb1jr5i87BPh6F5tHiW6z,47,0.0167,0.548,191333,0.908,0.000986,5,0.219,-5.252,1,0.0485,144.018,4,0.408
8169,Cayucas,Jessica WJ,4zvJV8Nrbjruyww3vvNI8M,46,0.0872,0.716,197840,0.745,0.0,5,0.127,-4.748,1,0.0433,89.006,4,0.507
8170,"quickly, quickly",sleeping til 12,52MajrM7jHUGd6q9i2Sy9O,50,0.813,0.576,104286,0.306,0.0433,6,0.142,-13.377,0,0.424,79.08,4,0.374
8171,Pouya,Vice City,5pXU7vn66WDULZL4pQYGTl,47,0.061,0.781,121186,0.703,7.15e-05,5,0.148,-7.924,0,0.0978,177.01,4,0.526
8172,Dalex,Fuerte,7hvqaQLzSkwR2Wn7Oa5o9A,58,0.623,0.64,218250,0.603,0.0,1,0.3,-6.152,1,0.175,159.956,4,0.552
8173,James Hersey,My People,1VOL6KDCwEduG95LNVvSyx,57,0.404,0.798,178846,0.502,1.86e-06,5,0.0986,-8.405,1,0.224,91.034,4,0.595
8174,Rob Thomas,One Less Day (Dying Young),2ZSmbG7hYBy2ObB41JQ3WW,48,0.00145,0.61,184893,0.919,3.23e-05,7,0.192,-4.707,1,0.0469,111.998,4,0.495
8175,Bat For Lashes,Kids In The Dark,2dqq3YMX6nlJKXhrjY5W4J,52,0.524,0.47,208613,0.526,0.00557,1,0.0856,-10.987,1,0.0307,138.978,4,0.257
8176,Bruce Springsteen,Moonlight Motel,3YJNKUN2oTEARBNooWxhlx,56,0.916,0.343,258667,0.181,0.00026,3,0.114,-13.038,1,0.0343,178.792,4,0.201
8177,JTres,Vengo Con Madres - En Vivo,3qzaLokIKFwt70vMuEz9BI,46,0.609,0.547,150091,0.489,0.0,6,0.0884,-8.434,1,0.0352,121.506,3,0.749
8178,Lil Boom,Already Dead,5UZIgyd9mA81vOMvpDXpIA,47,0.212,0.692,113800,0.699,0.0357,0,0.109,-11.129,1,0.0876,92.987,4,0.569
8179,Rival Sons,Too Bad,6CCkq87g6MxHZ5uCYCqdk1,52,0.000196,0.31,284787,0.858,0.00392,0,0.334,-3.198,0,0.0367,144.652,4,0.247
8180,Hippo Campus,Joy - Demo,1xdZaE5JUFVtMPzanJaIJE,44,0.273,0.608,194006,0.508,0.416,0,0.0946,-9.972,1,0.0387,105.091,4,0.383
8181,Younotus,Floating,3bB0iZ2nGtjUEZMD7XDWlu,0,0.0564,0.81,505576,0.491,0.5,0,0.0537,-9.273,1,0.0567,123.009,4,0.344
8182,Yotto,Walls - Joris Voorn Remix,0lgHrv9qcVhwII3aW9aMZJ,55,0.000376,0.554,220488,0.83,0.851,8,0.363,-5.82,1,0.0358,122.99,4,0.331
8183,Tony K,Die Alone,4cNr1WBeBtkQogMWVtIGfU,50,0.58,0.78,152236,0.641,0.0,7,0.0894,-7.952,1,0.205,166.981,4,0.673
8184,Sunwell,Mantra,0mhg4wkvEjgVUu3P0vBlyA,53,0.92,0.114,225818,0.155,0.837,11,0.0931,-19.858,1,0.0377,173.051,4,0.0345
8185,Ludovico Einaudi,Full Moon - Day 3,3SdFSdCerdFIQ0B1jyS2j4,56,0.993,0.169,218680,0.0156,0.973,0,0.0953,-35.316,0,0.0428,101.177,4,0.0868
8186,Corinne Bailey Rae,Put Your Records On,4ZyrBneVUZDfGLjI6Ie81i,0,0.167,0.739,215360,0.511,1.34e-06,9,0.133,-7.844,1,0.0362,96.038,4,0.542
8187,Feed Me,Till the Wheels Come Off,2t59XucZRKTSOcKVZriQAL,50,0.0323,0.539,246291,0.849,0.0,0,0.3,-3.878,1,0.121,126.024,4,0.148
8188,The Driver Era,San Francisco,42qV7NqOBB0iKhHvtZPZOb,48,0.348,0.673,219025,0.706,4.47e-06,1,0.329,-7.363,1,0.0291,100.008,4,0.798
8189,Excision,Bones,4yboNhc3OzMZ76mUyk2iIy,45,0.0655,0.6,185275,0.988,0.0623,6,0.0703,-0.448,1,0.212,145.017,4,0.158
8190,Baylee Littrell,Boxes,5HM2aEf8HRySiiZEKSwgpY,46,0.105,0.466,167780,0.78,0.0,0,0.0923,-4.109,1,0.0361,161.857,4,0.6
8191,Red Hearse,Honey,1100d8egLXOoEZSBWAYLsB,45,0.561,0.783,214581,0.483,0.00907,11,0.119,-9.114,0,0.199,89.212,4,0.573
8192,QUIX,Earthquake (feat. Bok Nero) - Luca Lush Remix,4rntZMI526VCgIA76HEoew,53,0.00729,0.725,198750,0.817,0.0337,8,0.135,-5.356,1,0.102,128.014,4,0.652
8193,Lucas Delphy,In This Moment,7FORBAxm1qwuwbYo7Rtz42,49,0.771,0.479,158666,0.221,0.856,6,0.101,-19.689,1,0.0325,115.965,4,0.089
8194,Sad Frosty,VOLT,4yCXpXWgxGhv36Q39CgQCp,48,0.0819,0.831,123516,0.832,0.0,7,0.0908,-3.24,1,0.255,139.986,4,0.744
8195,Bladee,Red Velvet,1DuUueo2oWNUqNPoByNhMl,49,0.247,0.796,169767,0.565,0.0,4,0.155,-9.018,1,0.376,77.003,4,0.701
8196,Minke,Something Better,1Ibe8xf4PuXZcji4ueANYn,55,0.589,0.53,213962,0.411,0.0,2,0.106,-6.422,1,0.0328,103.409,4,0.193
8197,Sonny Digital,Work,1k6Ik8VbqcU2eryvva2vrF,46,0.0346,0.919,177202,0.608,1.49e-05,1,0.135,-8.822,1,0.236,141.044,4,0.552
8198,Unlike Pluto,Riptide,2iLGveANIUf2UmYTKENlm6,51,0.388,0.585,193973,0.685,0.0,1,0.11,-6.49,0,0.0502,145.983,4,0.46
8199,Birdman,Just Another Gangsta,0WDA9krvsfPvTB1Px2giMR,45,0.00689,0.808,226133,0.822,0.0,2,0.342,-3.101,1,0.177,169.997,4,0.631
8200,Rod Wave,PTSD,5NyUbp99rigBihPFeCaH6g,44,0.00168,0.747,131240,0.589,0.0,1,0.112,-8.72,1,0.215,159.998,4,0.259
8201,Mickey Singh,Summer Luv,1vwHEMn3RJBteolX643U9a,56,0.0378,0.472,181794,0.578,0.0,11,0.278,-7.241,0,0.0993,80.336,4,0.347
8202,Bronze Radio Return,With Me All Along,4bWKI0jOP1LH2EHnXammso,47,0.25,0.597,226711,0.721,0.105,5,0.426,-6.559,1,0.0346,79.064,4,0.419
8203,Nicole Sidney,Tonight You Belong To Me - Acoustic Version,4eRI4KL1WCISm5yIrvbXKC,53,0.988,0.797,132261,0.0827,3.21e-05,7,0.12,-14.476,1,0.06,109.53,4,0.282
8204,Jay Gwuapo,Downbad,5jKJWNqwBu3CtQtbUXF5XL,47,0.0928,0.802,206293,0.658,0.0,7,0.282,-7.384,0,0.189,142.078,4,0.459
8205,Richie Rich,Eat,4G7gYCwhh63UEr0hCv1MUh,48,0.178,0.712,241058,0.849,0.0,11,0.318,-5.874,1,0.119,77.488,4,0.749
8206,Tom Doolie,lupo,6AabHsbQgghgW8Q4YR5wgE,53,0.931,0.744,120769,0.176,0.865,6,0.0884,-14.363,1,0.0464,77.972,4,0.307
8207,Robnhood Tra,Thirty8,0lNCd5sYTrZLNCzmaSj1x7,47,0.168,0.947,187826,0.646,0.0,11,0.192,-6.682,0,0.302,114.997,4,0.899
8208,Mark Ronson,Find U Again - MK Remix,1Yk6VWzkYzpDarxEVmrz7O,55,0.0639,0.63,229753,0.96,0.389,5,0.0607,-5.564,1,0.0432,123.972,4,0.396
8209,Juan Magán,Sobrenatural,2AXj2OER5TOKOK265UJLhQ,46,0.247,0.715,224027,0.787,0.0,6,0.106,-5.253,1,0.0681,91.978,4,0.567
8210,SHAUN,Bad Habits,4QUjn6cprNKiyA8dMTOQ33,55,0.013,0.75,212959,0.755,1.03e-06,5,0.539,-3.792,1,0.0284,120.001,4,0.647
8211,Cardenales De Nuevo León,Qué No Daría,0GrcUfpn7rqU5aKzbZOKng,0,0.407,0.795,174080,0.624,0.0,10,0.119,-6.158,1,0.0463,96.438,4,0.947
8212,Cardenales De Nuevo León,Quiero Que Sepas,0JSPBUZ69dkfj6umzlmq28,0,0.343,0.844,171907,0.637,0.00011,8,0.249,-7.266,1,0.0495,101.528,4,0.804
8213,The Entrainment,Binaural Beta Sinus Drone II,0lkzynfIVpyaY80ARPIFwy,48,0.996,0.0733,212000,0.012,0.99,2,0.0864,-28.885,1,0.0567,176.654,3,0.0307
8214,Cardenales De Nuevo León,Nuevamente El Amor,1QTSFt9ocVRPY41jU7MKKV,0,0.312,0.824,176173,0.634,3.11e-06,7,0.0515,-9.298,1,0.0546,96.874,4,0.937
8215,Cardenales De Nuevo León,Compréndala,1sdCIjgDOWbGbtu8my9ngv,0,0.435,0.777,206147,0.696,0.0,2,0.118,-6.997,1,0.0609,102.292,4,0.815
8216,Oliver Heldens,Summer Lover (feat. Devin & Nile Rodgers) - Chocolate Puma Remix,2HtzgKjxXNx8c8VVW60LYn,45,0.00537,0.765,250476,0.821,0.316,1,0.82,-3.261,1,0.0834,126.002,4,0.254
8217,Lenny code fiction,Make My Story,3c39MOrdL5EOaDqWbC1Hfu,51,0.00179,0.531,267587,0.942,0.0,8,0.398,-3.835,1,0.0555,132.029,4,0.823
8218,Cardenales De Nuevo León,Si Ella Supiera,3z7aDaPivWjtINOWE7gm1k,0,0.327,0.855,173680,0.56,0.000121,0,0.047,-7.895,1,0.0434,96.16,4,0.9
8219,Cardenales De Nuevo León,Ya Lo Sé,44uYGXwtfUPC9MXrftU5Uz,0,0.421,0.769,234107,0.681,3.48e-06,9,0.0817,-5.688,1,0.056,109.693,4,0.456
8220,Cardenales De Nuevo León,Compré Una Cantina,476mPm7H1rd8YP44kPn3h0,0,0.093,0.775,162147,0.792,1.35e-05,2,0.0545,-4.241,1,0.0507,98.901,4,0.807
8221,Cardenales De Nuevo León,Para Olvidarme De Ti,4DvtQL9SwZ5bGypMH8VOhg,0,0.606,0.756,176547,0.744,1.96e-05,7,0.0776,-4.967,0,0.0782,84.307,4,0.952
8222,Cardenales De Nuevo León,Mi Cómplice,4L2imBosfL8XBnYQaWn0yN,0,0.366,0.788,191240,0.691,8.91e-05,11,0.0798,-6.889,1,0.0415,98.898,4,0.871
8223,Cardenales De Nuevo León,Soy Lo Peor,4PGPcsUcrjSc2AhTLiYIbD,0,0.449,0.702,153773,0.766,3.15e-05,10,0.101,-5.286,1,0.103,98.454,4,0.939
8224,Cardenales De Nuevo León,El Primer Tonto,583VTW96GqM53R80EGgXE7,0,0.267,0.804,172613,0.592,1.58e-05,2,0.0385,-8.158,1,0.049,95.283,4,0.805
8225,Cardenales De Nuevo León,Espejo De Cantina,5IMUmik6sjpzUxDCvVIpnN,0,0.413,0.558,221613,0.596,0.0,3,0.0369,-7.387,1,0.333,204.733,4,0.889
8226,Cardenales De Nuevo León,No Te Extraño,5MJVoQMZVLZc4dTLrMKbLL,0,0.417,0.628,202840,0.562,1e-05,2,0.0619,-9.741,1,0.0866,187.942,4,0.783
8227,Cardenales De Nuevo León,Y Le Diré,5QgNgorOV0jGmbRblLh8bj,0,0.206,0.787,200533,0.598,0.0,9,0.0432,-8.195,1,0.0535,97.479,4,0.859
8228,Cardenales De Nuevo León,Fuego Contra Fuego,5ZlD9IrAoiEcxCYXT325Cb,0,0.305,0.692,184427,0.812,0.0,8,0.122,-4.733,1,0.0789,101.32,4,0.893
8229,Cardenales De Nuevo León,Con Dinero Puedes,5xFgDfKTQTqu9AKwxO79cq,0,0.228,0.773,204600,0.764,0.0,10,0.0679,-5.764,1,0.0579,107.297,4,0.848
8230,Cardenales De Nuevo León,Corazón Necio,6SJ5aFHChl7Ui2wiu1gy1g,0,0.326,0.73,210533,0.69,0.0,10,0.157,-6.14,1,0.0388,98.027,4,0.705
8231,Cardenales De Nuevo León,Necesito Decírtelo,72CAmvExWSpW9TNyvqC7pe,0,0.239,0.793,207720,0.638,0.0,3,0.0266,-6.098,1,0.0421,98.943,4,0.828
8232,Amaru Son,Lost & Found,7Elm9Kn23MGGrL2CrP9CkC,48,0.152,0.737,136307,0.517,0.0,5,0.116,-7.352,0,0.17,155.018,4,0.372
8233,Natti Natasha,No Voy a Llorar,15lv5C32D7jL9GsvYKjqIV,57,0.0659,0.664,230307,0.73,0.0,1,0.073,-4.236,0,0.034,84.007,4,0.67
8234,Dax,Wack Ass Rappers,4F43Lk9LR34lzpc91Az6PV,51,0.0427,0.855,243345,0.829,0.0,4,0.0835,-4.749,0,0.304,86.015,4,0.361
8235,Mötley Crüe,"Girls, Girls, Girls",4pInvq5ukD4b6nPG9SlNMR,51,0.0274,0.596,270413,0.899,6.3e-05,7,0.414,-6.449,1,0.0599,140.112,4,0.559
8236,Tommy Genesis,I'm Yours,4zMx72lMg0PytbVzTwd0Oe,49,0.0528,0.409,234259,0.911,0.00254,11,0.143,-6.339,0,0.0456,133.099,3,0.793
8237,London Gatch,Be My Heart,1rW84PrQ6SsGcFBXfW6b1Z,47,0.578,0.411,298173,0.55,0.0,0,0.111,-5.82,1,0.0344,150.248,3,0.33
8238,03 Greedo,10 Purple Summers,2A7yRfAp9RNFOUCGzurAyp,45,0.143,0.814,213600,0.596,0.0,9,0.166,-4.098,0,0.111,99.952,4,0.193
8239,Monica Riskey,In Uh Breeze,2pDVWbHyh5tIp2TlDhUBzG,48,0.88,0.767,138344,0.276,0.00017,7,0.102,-10.889,1,0.0712,124.949,4,0.182
8240,Ameba,warm,1DbNAHDcdkRVwtMJz2lttg,48,0.931,0.417,74893,0.645,0.766,7,0.103,-10.228,1,0.138,76.815,4,0.202
8241,Mac P Dawg,Let Me Know (feat. Ohgeesy),33t5CApmqukeNMwjRGiwLw,45,0.27,0.789,153680,0.745,0.000584,11,0.17,-9.256,1,0.046,91.0,4,0.475
8242,Toonorth,RIP Fritz,1LP79W8hYMjOMgojNTPr8y,49,0.0451,0.911,144000,0.609,0.735,6,0.364,-8.25,0,0.162,87.635,4,0.729
8243,Hillsong UNITED,Highlands (Song Of Ascent) - Acoustic,5FcFZktWaHhg0BjXEtlhIf,45,0.542,0.549,358613,0.395,0.0,7,0.0976,-8.626,1,0.0256,91.177,4,0.275
8244,KOKOROKO,Abusey Junction,6G6gPQ4bGqNj7ZMGUpIDfa,44,0.838,0.713,424080,0.347,0.937,8,0.111,-11.871,0,0.0576,84.007,4,0.372
8245,GRiZ,No Bad Trips,03IBRE1ErvIR13EJrCH12y,45,0.00903,0.681,264019,0.65,0.384,11,0.303,-6.922,0,0.0437,146.024,4,0.505
8246,Paris Shadows,No Choice,0gzAkwciiqF50UynT82oZZ,41,0.0967,0.538,171929,0.723,1.19e-05,4,0.333,-6.952,1,0.0566,125.023,4,0.132
8247,Rick Springfield,Irreplaceable - Orchestral Only Version with Cello,4VG2JSRKKrwotjJRdUfdzY,24,0.951,0.166,222858,0.334,0.791,11,0.11,-9.397,0,0.0324,106.843,4,0.116
8248,Kevin George,Lay It On Me,7BQgWyhfMWJ9CgPpeKM87N,47,0.0287,0.767,185747,0.721,1.24e-06,1,0.0773,-5.32,1,0.0462,149.946,4,0.527
8249,Ginta,Tattoo,1PErRC5IBV6JqFEujUfvWF,45,0.0588,0.617,188000,0.67,0.149,7,0.0948,-8.534,0,0.048,116.251,4,0.343
8250,Pop Smoke,MPR,26eibHIN0oV4AGuFCbTTm0,45,0.108,0.752,155387,0.749,0.0,2,0.066,-5.623,1,0.329,140.012,4,0.403
8251,Struggle Jennings,Bail Money,5TRWMHSOESjWUorIbstUdw,31,0.0842,0.62,240000,0.782,0.0,8,0.0805,-6.094,1,0.349,107.782,4,0.418
8252,Caroline Jones,Gulf Coast Girl,2YFKozNtk7Ml6GRoSxgk1k,45,0.239,0.629,225418,0.757,0.0,2,0.134,-4.437,1,0.0513,135.898,4,0.811
8253,Vishal-Shekhar,The Jawaani Song,3IzQc4KEAFd8lIc90X7FZr,61,0.0728,0.71,253161,0.801,0.0,7,0.0744,-4.845,1,0.0896,145.102,4,0.845
8254,Temecula Road,Fades,30zW1t4FcXuvMJwFXflKSJ,45,0.0572,0.644,187534,0.733,0.0,1,0.09,-4.172,1,0.0501,90.02,4,0.681
8255,La Original Banda El Limón de Salvador Lizárraga,Algo Oficial,4GuQY57gbi7DEgc2AJoyBh,52,0.622,0.739,183933,0.506,0.0,0,0.131,-6.287,1,0.0334,145.009,3,0.904
8256,MariBased1,Score'n,6e9tOG6yOlBesGEaIOUN3J,44,0.00245,0.678,180558,0.491,0.0929,6,0.0877,-7.844,0,0.0313,129.984,4,0.216
8257,Foley,Can't Help the Way,6CUugPwgI9yd0iPdMFkClA,51,0.427,0.745,189858,0.632,0.0,11,0.111,-4.699,0,0.3,101.977,4,0.808
8258,KIds Music Fun Zone,Oh Little Town of Bethlehem,0wuh7Zuufza99cXIy8eQtp,44,0.847,0.705,40034,0.154,0.902,5,0.0862,-24.174,1,0.255,191.948,4,0.979
8259,Jim Jones,Cristal Occasions,1bD7QOKDKrKixoZkTgcvOF,46,0.0473,0.472,210172,0.823,3.31e-06,5,0.766,-6.837,0,0.835,167.889,4,0.358
8260,Party Favor,Be Ok - Acoustic,1y7ZOo0WDsNcUVEvp1DEBG,39,0.59,0.56,147200,0.358,0.0,10,0.0762,-11.426,1,0.0416,149.839,4,0.562
8261,Craig Xen,STAIN (feat. Smokepurpp & Ski Mask The Slump God),3IPq1uP8b2sQkMAxcGEaah,48,0.15,0.707,137365,0.853,0.0,8,0.765,-5.528,0,0.276,122.027,4,0.684
8262,MOTi,Feels Like Love - Project M Remix,3QWsNia5aymGm5QxH8PtEV,19,0.0134,0.633,185625,0.906,0.00864,6,0.348,-4.092,0,0.0857,127.986,4,0.282
8263,Tchami,Omega (feat. Ibranovski),3tGXyqBOXkjyo3Khr5oX6d,52,4.61e-05,0.804,205920,0.681,0.847,11,0.0387,-10.055,1,0.0855,124.996,4,0.808
8264,DubVision,Rescue Me,7DP18u679fMurjsUxuxMHu,54,0.069,0.494,187383,0.739,0.000368,6,0.0664,-4.61,0,0.0427,128.007,4,0.235
8265,Kalashnikov in Control,"The ""D"" Crunch",1UFr46LyfbhBBQQoalWdOv,56,0.39,0.823,96750,0.876,0.0,10,0.202,-2.609,1,0.314,120.066,4,0.91
8266,100 gecs,stupid horse,4YKQNOflFtqc1LpQp5yYBD,47,0.0529,0.526,121682,0.902,0.0,3,0.531,-4.876,1,0.314,168.188,4,0.797
8267,SG Lewis,Blue,68V9wJrz0N8BjvI7tHGsHB,52,0.287,0.381,257259,0.578,1.14e-06,11,0.0912,-8.242,0,0.229,92.009,4,0.443
8268,MariBased1,Bouncin,00HNuHp7v7HkKazMmEfJuF,44,0.0335,0.844,170160,0.602,8.62e-05,1,0.121,-7.926,1,0.0884,97.498,4,0.55
8269,Sara Bareilles,If I Can't Have You,3n5MOB82LKPL14eBEmodTd,47,0.0652,0.664,253445,0.601,0.0,2,0.254,-8.455,0,0.0297,87.008,4,0.66
8270,Pierre Koenigs,Calming Violin,48c5vYKQayPMiohaGiOhcm,54,0.911,0.312,186249,0.15,0.921,2,0.0904,-19.051,1,0.0352,88.964,4,0.0787
8271,Cauty,AY LULI,11TPdeZCNYCFU4Nwq56bYj,56,0.0946,0.59,189470,0.78,0.0103,10,0.0335,-2.874,0,0.238,167.937,4,0.817
8272,slenderbodies,king,1Rz26pUeTod1l0Eh6af7Dc,48,0.823,0.78,191400,0.633,0.0132,8,0.116,-4.63,0,0.0347,100.007,4,0.75
8273,Yelawolf,Like I Love You,55CNjZNwJT6Upwmnolq5xn,47,0.129,0.82,224493,0.479,0.349,9,0.0984,-9.185,0,0.0413,107.025,4,0.0791
8274,Ólafur Arnalds,they sink - TOKiMONSTA remix,1wrVNFd1voyFZ12xX2elYT,45,0.691,0.657,282627,0.441,0.887,8,0.118,-12.429,1,0.0388,124.988,3,0.113
8275,MOTi,Lost In Love,2yRJXJie4YmvrCyasWfqXW,14,0.0154,0.619,153293,0.849,0.0,0,0.258,-4.089,0,0.0451,123.141,4,0.19
8276,Pedro Capó,Calma - Remix,3fefQTqeZ0dkOAvoJwHfkO,53,0.323,0.826,238200,0.773,0.0,11,0.143,-4.218,0,0.0524,126.899,4,0.761
8277,Toni Wine;Carole Sager,A Groovy Kind of Love,0KzNGBTE29879BbLgLK70R,52,0.969,0.508,158025,0.207,0.953,1,0.112,-12.705,1,0.0752,143.793,4,0.276
8278,Mohombi,Bumpy Ride,41kOdUYJOPwl8nAZr7dsts,48,0.047,0.709,224402,0.854,0.0,0,0.0724,-4.447,0,0.0399,105.074,4,0.826
8279,Two Door Cinema Club,Break,4YPxaO9Ny18Jwinw1PuoMg,47,0.498,0.655,128235,0.499,0.0159,0,0.443,-9.797,1,0.0301,80.023,4,0.332
8280,Agustín Amigó,For Robin,7lwUo7t0ytwVXd06j49BGE,53,0.984,0.519,185604,0.143,0.9,10,0.0989,-15.543,0,0.0935,77.607,4,0.335
8281,Bruce Springsteen,Somewhere North of Nashville,1Z5BBovyC5r7Z23mGXvgoA,56,0.918,0.606,112507,0.141,0.0,0,0.104,-10.364,1,0.0322,104.148,5,0.364
8282,Kishi Bashi,Penny Rabbit and Summer Bear,2GbT7ZJzCLLN6VwkA8YRxz,47,0.595,0.28,213587,0.557,0.00445,7,0.23,-7.915,1,0.0291,107.179,4,0.324
8283,Zeus the Elevated,Waking Up to Sleep,2QAnWA18XUiajq1NxoTJuF,48,0.69,0.734,66390,0.221,0.918,5,0.11,-16.403,0,0.318,125.785,4,0.21
